Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross margin percentage,gross income,Rating,Day,Month,Year
A,Yangon,0,0,Home and lifestyle,1.2506097813280403,0.8521652398388743,1.7206428523278747,1.7206428523278747,0,710.32,4.761904762,35.516,-1.6723905409373707,17,2,2019
A,Yangon,0,0,Electronic accessories,-1.102364473192259,-0.8590099405604715,-0.9747414020605818,-0.9747414020605817,2,79.44,4.761904762,3.972,-1.3230904662472105,21,3,2019
A,Yangon,1,0,Fashion accessories,0.9908045675405314,-1.2012449766403408,-0.6142346125201017,-0.6142346125201019,0,163.82,4.761904762,8.191,0.4816265863186156,5,3,2019
B,Mandalay,0,1,Sports and travel,0.9160350438051731,0.16769516767913598,0.734824689035977,0.7348246890359771,0,479.58,4.761904762,23.979,-0.8573570333269973,31,1,2019
C,Naypyitaw,0,1,Fashion accessories,0.51575375512093,-1.2012449766403408,-0.7217286967206052,-0.7217286967206052,2,138.66,4.761904762,6.933,1.5877434895041216,5,2,2019
A,Yangon,0,0,Food and beverages,-1.5649536983226342,-0.1745398684007332,-1.0101597628722738,-1.0101597628722738,1,71.15,4.761904762,3.5575,-1.4977405035922904,1,2,2019
A,Yangon,0,0,Health and beauty,-1.5151073491657283,1.1944002759187435,-0.7162172750743949,-0.716217275074395,0,139.95,4.761904762,6.9975,-1.1484404289021306,7,3,2019
C,Naypyitaw,0,0,Electronic accessories,0.8480627495003012,1.5366353119986127,2.023899215465861,2.023899215465861,0,781.3,4.761904762,39.065,-1.4977405035922904,10,2,2019
C,Naypyitaw,0,1,Food and beverages,1.6501358222977844,-1.2012449766403408,-0.4650417102831552,-0.4650417102831552,0,198.74,4.761904762,9.937,-1.0320070706720772,14,2,2019
C,Naypyitaw,0,0,Food and beverages,-1.3062813561068736,-0.8590099405604715,-1.0439546041292682,-1.0439546041292684,0,63.24,4.761904762,3.162,0.19054319074348233,9,2,2019
C,Naypyitaw,0,1,Electronic accessories,0.7219363811790402,-0.1745398684007332,0.28352897702885593,0.2835289770288556,0,373.95,4.761904762,18.6975,-1.206657108017157,10,1,2019
C,Naypyitaw,0,0,Health and beauty,-0.9819024627297369,0.5099302037590051,-0.4268035523501463,-0.4268035523501463,1,207.69,4.761904762,10.3845,0.6562766236636954,11,3,2019
C,Naypyitaw,0,1,Health and beauty,-0.4381241082907656,-0.5167749044806024,-0.5610002608055441,-0.5610002608055442,2,176.28,4.761904762,8.814,0.8309266610087758,18,2,2019
C,Naypyitaw,1,0,Food and beverages,-1.2364209425157555,1.1944002759187435,-0.43244314659277994,-0.43244314659278,0,206.37,4.761904762,10.3185,-0.8573570333269973,26,2,2019
C,Naypyitaw,1,0,Health and beauty,-0.6137192019116834,-1.54348001272021,-1.1457236456895223,-1.1457236456895221,0,39.42,4.761904762,1.971,0.8309266610087758,18,1,2019
A,Yangon,1,1,Health and beauty,-1.5260584410259577,0.16769516767913598,-0.9229596731054902,-0.9229596731054903,2,91.56,4.761904762,4.578,1.6459601686191492,15,2,2019
A,Yangon,1,0,Fashion accessories,0.23027011904047018,-0.1745398684007332,0.005394442789874562,0.005394442789874489,0,308.85,4.761904762,15.4425,-0.1587568839466774,8,3,2019
A,Yangon,1,1,Home and lifestyle,-1.2896659063879048,0.16769516767913598,-0.7624875823832761,-0.7624875823832762,1,129.12,4.761904762,6.456,1.4130934521590424,17,1,2019
B,Mandalay,1,1,Sports and travel,1.5885831335661504,-0.5167749044806024,0.35620283920097656,0.35620283920097656,2,390.96,4.761904762,19.548,-0.33340692129175725,12,3,2019
A,Yangon,0,1,Food and beverages,1.665618400445005,-0.1745398684007332,0.817367841132707,0.817367841132707,0,498.9,4.761904762,24.945,-0.9155737124420238,9,3,2019
C,Naypyitaw,0,1,Food and beverages,1.4571700312433995,-0.5167749044806024,0.29673075446047564,0.29673075446047553,0,377.04,4.761904762,18.852,0.9473600192388287,12,3,2019
B,Mandalay,0,1,Health and beauty,-0.1715216650727698,-0.5167749044806024,-0.44034712337222864,-0.4403471233722287,1,204.52,4.761904762,10.226,-1.7306072200523972,25,1,2019
A,Yangon,0,1,Electronic accessories,-0.7292721022299649,-0.5167749044806024,-0.6927616899288956,-0.6927616899288956,0,145.44,4.761904762,7.272,0.3651932280885622,25,3,2019
B,Mandalay,1,1,Home and lifestyle,-1.2707847135254404,1.1944002759187435,-0.46743426541639366,-0.46743426541639377,0,198.18,4.761904762,9.909,-0.10054020483165095,7,2,2019
A,Yangon,1,1,Food and beverages,-0.8599299568382178,-0.8590099405604715,-0.8924545951566988,-0.8924545951566988,1,98.7,4.761904762,4.935,1.238443414813962,17,2,2019
A,Yangon,1,1,Fashion accessories,0.8061465013456306,-0.1745398684007332,0.33116645869958755,0.3311664586995876,0,385.1,4.761904762,19.255,-0.8573570333269973,3,2,2019
A,Yangon,0,1,Food and beverages,-1.215651630367045,-1.2012449766403408,-1.1135095997884175,-1.1135095997884177,1,46.96,4.761904762,2.348,0.5398432654336426,14,3,2019
C,Naypyitaw,0,1,Sports and travel,-1.5472053770319179,-0.1745398684007332,-1.0001195761524335,-1.0001195761524335,2,73.5,4.761904762,3.675,0.8891433401238023,24,3,2019
A,Yangon,0,0,Electronic accessories,-1.0279725733141498,-0.1745398684007332,-0.7063907093485938,-0.7063907093485937,1,142.25,4.761904762,7.1125,1.238443414813962,21,3,2019
A,Yangon,1,1,Fashion accessories,0.7827338221961753,1.1944002759187435,1.6235734726364826,1.623573472636482,2,687.6,4.761904762,34.38,0.3069765489735357,19,3,2019
B,Mandalay,1,0,Sports and travel,0.08601780557124304,0.16769516767913598,0.17137795515829896,0.17137795515829865,0,347.7,4.761904762,17.385,-1.0320070706720772,24,2,2019
C,Naypyitaw,1,0,Electronic accessories,-0.3029347673955214,-0.8590099405604715,-0.7034000154320457,-0.7034000154320457,1,142.95,4.761904762,7.1475,1.4713101312740688,28,3,2019
B,Mandalay,0,0,Food and beverages,-0.4853270904469263,1.1944002759187435,0.33236273626620677,0.33236273626620677,1,385.38,4.761904762,19.269,1.122010056583909,5,2,2019
B,Mandalay,0,1,Electronic accessories,-0.2863193176765526,-0.8590099405604715,-0.6977604211894118,-0.697760421189412,1,144.27,4.761904762,7.2135,0.4816265863186156,10,2,2019
B,Mandalay,0,0,Health and beauty,0.011248281835884324,0.5099302037590051,0.3597489477020268,0.35974894770202664,2,391.79,4.761904762,19.5895,1.122010056583909,5,3,2019
B,Mandalay,0,0,Health and beauty,0.8016150150586395,0.5099302037590051,0.985701184435562,0.985701184435562,0,538.3,4.761904762,26.915,0.4234099072035891,15,2,2019
C,Naypyitaw,1,0,Food and beverages,1.5617718397014515,-0.1745398684007332,0.7586220677719391,0.7586220677719391,2,485.15,4.761904762,24.2575,1.3548767730440159,30,1,2019
A,Yangon,1,1,Sports and travel,-0.4162219245703071,-0.8590099405604715,-0.7418517943590938,-0.7418517943590937,0,133.95,4.761904762,6.6975,-0.44984027952181066,14,2,2019
A,Yangon,1,0,Fashion accessories,0.8405102723553161,1.1944002759187435,1.682404694394866,1.6824046943948656,2,701.37,4.761904762,35.0685,0.3651932280885622,27,2,2019
A,Yangon,0,1,Electronic accessories,0.614691205720243,-1.54348001272021,-1.0067418269676474,-1.0067418269676474,0,71.95,4.761904762,3.5975,0.19054319074348233,4,2,2019
C,Naypyitaw,0,0,Home and lifestyle,1.2679804787615072,0.8521652398388743,1.736365357489157,1.7363653574891567,0,714.0,4.761904762,35.7,-1.3230904662472105,20,1,2019
A,Yangon,1,1,Electronic accessories,-1.1197351706257264,0.5099302037590051,-0.5359638803041551,-0.535963880304155,0,182.14,4.761904762,9.107,-1.0902237497871041,28,3,2019
B,Mandalay,1,0,Health and beauty,-1.592520239901832,1.5366353119986127,-0.7373657534842715,-0.7373657534842715,1,135.0,4.761904762,6.75,-1.264873787132184,27,2,2019
C,Naypyitaw,0,0,Fashion accessories,1.6474924552970391,1.5366353119986127,2.928370504227648,2.928370504227648,1,993.0,4.761904762,49.65,-0.21697356306170434,15,2,2019
A,Yangon,1,1,Electronic accessories,-0.15037472906681,0.5099302037590051,0.23174724807376434,0.23174724807376418,0,361.83,4.761904762,18.0915,-0.8573570333269973,26,1,2019
B,Mandalay,0,0,Fashion accessories,-0.03557707646302718,0.5099302037590051,0.3226643431368292,0.322664343136829,1,383.11,4.761904762,19.1555,0.8891433401238023,14,3,2019
B,Mandalay,0,1,Home and lifestyle,-1.0827280326152964,1.1944002759187435,-0.27594440635969414,-0.2759444063596942,0,243.0,4.761904762,12.15,-1.264873787132184,2,3,2019
C,Naypyitaw,1,0,Electronic accessories,-0.9603779028665278,-1.54348001272021,-1.1849444601951113,-1.1849444601951113,0,30.24,4.761904762,1.512,0.8309266610087758,4,3,2019
B,Mandalay,0,0,Food and beverages,1.263826616331765,-0.5167749044806024,0.20923159530203725,0.2092315953020371,1,356.56,4.761904762,17.828,0.4816265863186156,7,1,2019
C,Naypyitaw,1,0,Fashion accessories,-0.6843348632173,1.5366353119986127,0.2901512278440695,0.29015122784406944,1,375.5,4.761904762,18.775,1.3548767730440159,8,3,2019
C,Naypyitaw,1,0,Sports and travel,1.501729646398815,1.5366353119986127,2.7634550968294196,2.763455096829419,0,954.4,4.761904762,47.72,-1.0320070706720772,9,1,2019
B,Mandalay,1,1,Electronic accessories,-1.063846839752832,-0.8590099405604715,-0.9616677972253853,-0.9616677972253854,2,82.5,4.761904762,4.125,-0.2751902421767308,1,3,2019
B,Mandalay,1,1,Sports and travel,0.7287336106095271,-1.54348001272021,-0.9938391189276823,-0.9938391189276823,0,74.97,4.761904762,3.7485,-0.7991403542119708,16,3,2019
A,Yangon,0,1,Food and beverages,0.9549303011018491,0.8521652398388743,1.4530184709956202,1.4530184709956198,1,647.68,4.761904762,32.384,0.24875986985850929,17,2,2019
C,Naypyitaw,1,0,Food and beverages,1.4651001322456343,0.8521652398388743,1.9147816117106597,1.9147816117106597,0,755.76,4.761904762,37.788,1.238443414813962,27,2,2019
C,Naypyitaw,1,1,Food and beverages,1.6659960243022545,-1.2012449766403408,-0.4614528775832974,-0.4614528775832974,2,199.58,4.761904762,9.979,0.598059944548669,7,3,2019
A,Yangon,1,1,Home and lifestyle,0.6626494355909022,0.16769516767913598,0.5628170646356486,0.5628170646356484,0,439.32,4.761904762,21.966,0.13232651162845588,21,1,2019
C,Naypyitaw,1,0,Food and beverages,-0.5449916598923134,-0.5167749044806024,-0.6093640538560091,-0.6093640538560091,0,164.96,4.761904762,8.248,0.07410983251342891,19,2,2019
C,Naypyitaw,1,0,Fashion accessories,0.9821192188237982,-0.5167749044806024,0.08174258605946877,0.08174258605946874,0,326.72,4.761904762,16.336,1.238443414813962,6,1,2019
C,Naypyitaw,1,0,Electronic accessories,-0.16434681178503346,1.1944002759187435,0.6592028571461159,0.6592028571461156,0,461.88,4.761904762,23.094,-0.7991403542119708,14,3,2019
A,Yangon,0,1,Home and lifestyle,0.38773926751342214,-0.5167749044806024,-0.18724896963463647,-0.18724896963463666,0,263.76,4.761904762,13.188,-0.566273637751864,24,3,2019
C,Naypyitaw,1,0,Sports and travel,-1.5600445881783933,1.5366353119986127,-0.7006229425095366,-0.7006229425095366,0,143.6,4.761904762,7.18,-0.9155737124420238,27,1,2019
A,Yangon,0,1,Electronic accessories,-1.2904211541024033,1.1944002759187435,-0.48742919045845867,-0.4874291904584587,1,193.5,4.761904762,9.675,0.4816265863186156,6,3,2019
B,Mandalay,0,0,Electronic accessories,-1.1106721980517433,0.5099302037590051,-0.5287862149044393,-0.5287862149044394,0,183.82,4.761904762,9.191,1.7041768477341757,2,2,2019
B,Mandalay,1,0,Fashion accessories,0.19968258660327795,-1.2012449766403408,-0.7932490055249146,-0.7932490055249147,1,121.92,4.761904762,6.096,-1.206657108017157,25,1,2019
C,Naypyitaw,1,0,Home and lifestyle,0.5452084159863743,0.16769516767913598,0.48309370966023557,0.4830937096602353,2,420.66,4.761904762,21.033,-1.0320070706720772,14,3,2019
C,Naypyitaw,1,1,Fashion accessories,-0.5132712558833735,0.16769516767913598,-0.2354418658898701,-0.23544186588987026,0,252.48,4.761904762,12.624,1.122010056583909,29,1,2019
A,Yangon,1,0,Home and lifestyle,0.4311660110970902,-0.1745398684007332,0.11904081161870564,0.11904081161870558,1,335.45,4.761904762,16.7725,1.238443414813962,3,1,2019
A,Yangon,0,0,Fashion accessories,1.549310252412225,-0.1745398684007332,0.7515725749686469,0.7515725749686468,2,483.5,4.761904762,24.175,0.015893153398402464,14,1,2019
B,Mandalay,0,0,Home and lifestyle,-0.7662792402403947,1.1944002759187435,0.04628150104896893,0.04628150104896893,1,318.42,4.761904762,15.921,1.5295268103890953,5,1,2019
C,Naypyitaw,1,1,Sports and travel,1.5036177656850613,0.5099302037590051,1.5416711835218702,1.5416711835218695,2,668.43,4.761904762,33.4215,1.0055766983538552,22,2,2019
C,Naypyitaw,0,1,Fashion accessories,1.5598837204152052,-0.5167749044806024,0.34321468276339606,0.34321468276339584,2,387.92,4.761904762,19.396,1.4130934521590424,6,2,2019
B,Mandalay,1,0,Electronic accessories,-1.209232024793807,-0.5167749044806024,-0.9099715166679095,-0.9099715166679097,1,94.6,4.761904762,4.73,-1.7306072200523972,30,1,2019
A,Yangon,0,1,Sports and travel,1.0066647695450013,-0.5167749044806024,0.09285087774950511,0.09285087774950494,1,329.32,4.761904762,16.466,0.3069765489735357,11,1,2019
C,Naypyitaw,1,0,Electronic accessories,-1.0974553630480184,-1.2012449766403408,-1.0867642513347153,-1.086764251334715,0,53.22,4.761904762,2.661,-1.6141738618223438,19,3,2019
B,Mandalay,1,0,Food and beverages,1.6622197857297614,-0.1745398684007332,0.8154452521863546,0.8154452521863542,0,498.45,4.761904762,24.9225,1.7041768477341757,14,1,2019
C,Naypyitaw,0,0,Food and beverages,0.7257126197515329,-0.5167749044806024,-0.03429633790260074,-0.03429633790260075,2,299.56,4.761904762,14.978,-1.6141738618223438,1,3,2019
A,Yangon,1,0,Food and beverages,-0.5563203756097921,-0.1745398684007332,-0.4395780877936878,-0.4395780877936878,2,204.7,4.761904762,10.235,1.7041768477341757,6,1,2019
B,Mandalay,0,1,Sports and travel,0.7608316384757162,-1.54348001272021,-0.9902075620290166,-0.9902075620290167,0,75.82,4.761904762,3.791,-0.6827069959819174,31,1,2019
C,Naypyitaw,1,1,Food and beverages,-0.33616566683345833,0.16769516767913598,-0.11521597044463301,-0.1152159704446331,0,280.62,4.761904762,14.031,-0.566273637751864,11,3,2019
A,Yangon,1,0,Health and beauty,-0.8818321405586763,1.5366353119986127,0.06670366807911232,0.06670366807911228,1,323.2,4.761904762,16.16,1.7623935268492021,20,2,2019
C,Naypyitaw,0,0,Fashion accessories,-0.0605002510414799,1.1944002759187435,0.7649452491954979,0.764945249195498,2,486.63,4.761904762,24.3315,1.4713101312740688,27,1,2019
B,Mandalay,1,1,Food and beverages,-1.4142817792801692,0.5099302037590051,-0.7692380057949134,-0.7692380057949135,1,127.54,4.761904762,6.377,-0.21697356306170434,10,3,2019
C,Naypyitaw,0,0,Fashion accessories,0.9368043559538838,-0.8590099405604715,-0.2826093813737159,-0.2826093813737159,0,241.44,4.761904762,12.072,0.6562766236636954,15,2,2019
B,Mandalay,1,0,Fashion accessories,-0.6692299089273284,1.5366353119986127,0.3072409073672022,0.3072409073672021,0,379.5,4.761904762,18.975,1.5877434895041216,26,1,2019
A,Yangon,0,1,Electronic accessories,0.7985940242006447,-1.54348001272021,-0.9859351421482335,-0.9859351421482335,2,76.82,4.761904762,3.841,0.13232651162845588,13,2,2019
A,Yangon,0,0,Sports and travel,-0.1288501692036007,1.5366353119986127,0.9186241923072669,0.918624192307267,1,522.6,4.761904762,26.13,-0.44984027952181066,9,3,2019
A,Yangon,1,0,Health and beauty,0.9088601905174363,-1.54348001272021,-0.9734596760963468,-0.9734596760963468,2,79.74,4.761904762,3.987,0.19054319074348233,6,3,2019
A,Yangon,1,0,Health and beauty,0.8242724464935964,-0.1745398684007332,0.3414202664134671,0.341420266413467,2,387.5,4.761904762,19.375,-1.5559571827073173,24,1,2019
A,Yangon,1,0,Food and beverages,-0.052947773896494084,-0.1745398684007332,-0.15482130273949254,-0.1548213027394926,2,271.35,4.761904762,13.5675,-1.3813071453622374,13,3,2019
B,Mandalay,1,1,Home and lifestyle,-1.5891216251865885,1.1944002759187435,-0.7915827617714093,-0.7915827617714093,0,122.31,4.761904762,6.1155,-0.6827069959819174,15,3,2019
B,Mandalay,0,0,Health and beauty,-0.5517888893228005,0.16769516767913598,-0.2615890755602629,-0.26158907556026295,1,246.36,4.761904762,12.318,0.7727099818937494,5,3,2019
B,Mandalay,0,1,Electronic accessories,-1.375764145840742,1.1944002759187435,-0.5743302108335875,-0.5743302108335875,0,173.16,4.761904762,8.658,0.598059944548669,4,3,2019
C,Naypyitaw,1,0,Food and beverages,-0.6133415780544341,0.16769516767913598,-0.30337334199432175,-0.30337334199432187,1,236.58,4.761904762,11.829,1.4130934521590424,25,3,2019
C,Naypyitaw,1,1,Home and lifestyle,-0.35693497898216925,-0.5167749044806024,-0.5242574498308092,-0.5242574498308094,1,184.88,4.761904762,9.244,-0.44984027952181066,12,3,2019
C,Naypyitaw,0,1,Home and lifestyle,-1.5743942947538663,-1.54348001272021,-1.254414007456645,-1.254414007456645,2,13.98,4.761904762,0.699,1.6459601686191492,4,2,2019
B,Mandalay,1,0,Fashion accessories,-0.601257614622457,-0.1745398684007332,-0.4649989860843473,-0.46499898608434737,2,198.75,4.761904762,9.9375,1.5295268103890953,22,2,2019
C,Naypyitaw,0,0,Fashion accessories,1.5904712528523974,0.5099302037590051,1.6104571436024784,1.6104571436024777,2,684.53,4.761904762,34.2265,-1.206657108017157,16,2,2019
A,Yangon,0,1,Sports and travel,0.4375856166703281,-0.5167749044806024,-0.16469059266410163,-0.16469059266410163,1,269.04,4.761904762,13.452,0.598059944548669,19,1,2019
A,Yangon,1,1,Food and beverages,-1.5815691480416028,-0.1745398684007332,-1.0195590866099966,-1.0195590866099968,1,68.95,4.761904762,3.4475,0.4816265863186156,11,1,2019
B,Mandalay,0,0,Fashion accessories,0.4923410759714741,-0.5167749044806024,-0.13991055735555943,-0.1399105573555596,0,274.84,4.761904762,13.742,-1.6723905409373707,4,1,2019
A,Yangon,1,0,Home and lifestyle,0.03239521784184441,-0.5167749044806024,-0.34806285394731334,-0.34806285394731334,2,226.12,4.761904762,11.306,-0.8573570333269973,4,3,2019
C,Naypyitaw,1,0,Fashion accessories,-1.2028124192205691,-0.1745398684007332,-0.8052972295887231,-0.8052972295887231,2,119.1,4.761904762,5.955,-0.9155737124420238,28,1,2019
B,Mandalay,1,0,Health and beauty,-0.8104612315385613,1.5366353119986127,0.14745240382591338,0.14745240382591318,0,342.1,4.761904762,17.105,-1.0902237497871041,2,1,2019
B,Mandalay,1,1,Sports and travel,-1.2764490713841798,-1.2012449766403408,-1.1272667918045394,-1.1272667918045391,2,43.74,4.761904762,2.187,-0.04232352571662398,25,1,2019
A,Yangon,0,1,Health and beauty,-1.3104352185366155,-0.1745398684007332,-0.8661792128898826,-0.8661792128898825,0,104.85,4.761904762,5.2425,0.4816265863186156,4,1,2019
A,Yangon,1,1,Sports and travel,-1.1265324000562134,-0.8590099405604715,-0.9829444482316854,-0.9829444482316853,2,77.52,4.761904762,3.876,-0.21697356306170434,10,3,2019
A,Yangon,1,1,Home and lifestyle,-0.17907414221775564,0.8521652398388743,0.4266123188362826,0.42661231883628253,2,407.44,4.761904762,20.372,1.2966600939289885,22,3,2019
B,Mandalay,1,1,Health and beauty,1.527030444834517,-1.54348001272021,-0.903520162647927,-0.903520162647927,2,96.11,4.761904762,4.8055,0.4816265863186156,25,1,2019
C,Naypyitaw,1,0,Home and lifestyle,-0.3886553829911091,-0.5167749044806024,-0.5386127806302405,-0.5386127806302405,1,181.52,4.761904762,9.076,1.0055766983538552,8,1,2019
C,Naypyitaw,0,0,Health and beauty,0.9756996132505602,-1.54348001272021,-0.9658974929073607,-0.9658974929073607,2,81.51,4.761904762,4.0755,1.2966600939289885,22,1,2019
B,Mandalay,1,0,Health and beauty,0.05845126399204504,-1.2012449766403408,-0.8252067062331725,-0.8252067062331724,2,114.44,4.761904762,5.722,0.7727099818937494,12,1,2019
A,Yangon,0,0,Electronic accessories,-1.1499450792056691,0.5099302037590051,-0.5598894316365405,-0.5598894316365406,0,176.54,4.761904762,8.827,0.7144933027787219,4,2,2019
C,Naypyitaw,0,0,Food and beverages,-0.6446843582061248,-0.8590099405604715,-0.8193962151953073,-0.8193962151953074,2,115.8,4.761904762,5.79,0.3069765489735357,28,3,2019
C,Naypyitaw,1,0,Electronic accessories,1.0716160729918784,-0.8590099405604715,-0.23685176445052858,-0.23685176445052866,0,252.15,4.761904762,12.6075,1.6459601686191492,23,1,2019
C,Naypyitaw,0,0,Fashion accessories,1.5685690691319383,1.5366353119986127,2.8390769287192805,2.8390769287192805,1,972.1,4.761904762,48.605,1.0055766983538552,8,2,2019
B,Mandalay,0,1,Fashion accessories,-1.1423926020606834,0.8521652398388743,-0.4453031304339372,-0.4453031304339372,1,203.36,4.761904762,10.168,-0.1587568839466774,19,3,2019
C,Naypyitaw,1,1,Fashion accessories,-1.4875408075865304,-1.54348001272021,-1.2445874417308438,-1.2445874417308438,0,16.28,4.761904762,0.814,-1.1484404289021306,9,3,2019
B,Mandalay,0,1,Fashion accessories,-0.5687819628990185,1.1944002759187435,0.24738430483743054,0.24738430483743046,0,365.49,4.761904762,18.2745,0.015893153398402464,2,1,2019
A,Yangon,0,1,Health and beauty,-0.09448639819391556,0.5099302037590051,0.27600951803867757,0.2760095180386775,0,372.19,4.761904762,18.6095,1.122010056583909,21,1,2019
B,Mandalay,0,0,Food and beverages,-1.3142114571091086,-0.8590099405604715,-1.0466462286541618,-1.0466462286541618,1,62.61,4.761904762,3.1305,0.598059944548669,20,3,2019
B,Mandalay,1,1,Sports and travel,0.43796324052757707,-0.1745398684007332,0.12288598951141029,0.12288598951141036,0,336.35,4.761904762,16.8175,-0.04232352571662398,27,2,2019
A,Yangon,0,0,Home and lifestyle,1.3208478187764074,1.5366353119986127,2.5588061845399084,2.558806184539908,2,906.5,4.761904762,45.325,0.19054319074348233,8,3,2019
B,Mandalay,1,1,Fashion accessories,0.5063131586896978,-1.2012449766403408,-0.7238649066609968,-0.7238649066609967,1,138.16,4.761904762,6.908,-0.04232352571662398,31,1,2019
C,Naypyitaw,1,1,Food and beverages,-0.46833401687070836,-1.2012449766403408,-0.9444072209070216,-0.9444072209070214,2,86.54,4.761904762,4.327,-0.7409236750969439,8,3,2019
A,Yangon,1,0,Electronic accessories,-1.2164068780815434,0.16769516767913598,-0.7127566149709607,-0.7127566149709607,2,140.76,4.761904762,7.038,-0.33340692129175725,13,1,2019
B,Mandalay,1,1,Fashion accessories,1.505505884971308,0.5099302037590051,1.543166530480144,1.5431665304801438,1,668.78,4.761904762,33.439,1.5295268103890953,9,3,2019
B,Mandalay,1,0,Fashion accessories,-0.3108648683977564,-1.54348001272021,-1.1114588382456416,-1.1114588382456416,1,47.44,4.761904762,2.372,-0.10054020483165095,22,2,2019
C,Naypyitaw,1,1,Sports and travel,1.6452267121535433,1.1944002759187435,2.5018121033302614,2.501812103330261,2,893.16,4.761904762,44.658,1.1802267356989355,19,3,2019
C,Naypyitaw,0,1,Sports and travel,1.0293222009799587,-0.5167749044806024,0.10310468546338439,0.10310468546338436,2,331.72,4.761904762,16.586,1.5295268103890953,20,1,2019
A,Yangon,1,1,Home and lifestyle,-0.8187689563980455,0.16769516767913598,-0.442825126903083,-0.44282512690308296,1,203.94,4.761904762,10.197,0.4234099072035891,8,3,2019
C,Naypyitaw,0,1,Food and beverages,-1.458841394435585,-0.5167749044806024,-1.0229342983158154,-1.0229342983158154,2,68.16,4.761904762,3.408,0.015893153398402464,8,3,2019
C,Naypyitaw,1,0,Electronic accessories,-0.5593413664677863,0.8521652398388743,0.08242617324039431,0.08242617324039407,1,326.88,4.761904762,16.344,-0.2751902421767308,7,2,2019
C,Naypyitaw,0,1,Food and beverages,-1.4437364401456132,-0.1745398684007332,-0.9415874237857046,-0.9415874237857047,0,87.2,4.761904762,4.36,0.6562766236636954,15,1,2019
B,Mandalay,0,0,Sports and travel,1.237015322467066,0.8521652398388743,1.7083382830712195,1.7083382830712193,1,707.44,4.761904762,35.372,-1.5559571827073173,22,3,2019
A,Yangon,0,0,Home and lifestyle,1.2664699833325097,1.1944002759187435,2.1161407606919687,2.1161407606919687,1,802.89,4.761904762,40.1445,-0.2751902421767308,15,1,2019
C,Naypyitaw,1,1,Fashion accessories,-1.6197091576237805,-1.54348001272021,-1.2595409113135847,-1.2595409113135847,2,12.78,4.761904762,0.639,1.4713101312740688,8,1,2019
A,Yangon,1,0,Sports and travel,-1.3810508798422318,0.5099302037590051,-0.7429198993292895,-0.7429198993292896,0,133.7,4.761904762,6.685,1.5877434895041216,15,1,2019
B,Mandalay,0,0,Health and beauty,-1.3791627605559855,-1.54348001272021,-1.2323255966729962,-1.2323255966729962,1,19.15,4.761904762,0.9575,1.4713101312740688,28,1,2019
C,Naypyitaw,0,1,Food and beverages,-1.0578048580368433,1.5366353119986127,-0.1323910983653812,-0.13239109836538127,1,276.6,4.761904762,13.83,1.122010056583909,14,2,2019
C,Naypyitaw,1,1,Fashion accessories,-0.3750609241301348,-0.8590099405604715,-0.727880981348933,-0.727880981348933,1,137.22,4.761904762,6.861,-0.2751902421767308,10,3,2019
B,Mandalay,0,0,Health and beauty,-1.0800846656145513,-1.54348001272021,-1.198488031217194,-1.198488031217194,1,27.07,4.761904762,1.3535,-0.9737903915570507,12,1,2019
B,Mandalay,0,0,Sports and travel,-0.6250479176291621,-1.54348001272021,-1.1470053716537574,-1.1470053716537572,1,39.12,4.761904762,1.956,1.5295268103890953,26,3,2019
B,Mandalay,1,0,Electronic accessories,0.7189153903210456,0.16769516767913598,0.6010124983698497,0.6010124983698495,0,448.26,4.761904762,22.413,-0.1587568839466774,1,1,2019
B,Mandalay,1,1,Electronic accessories,-1.27116233738269,0.16769516767913598,-0.7499266679337738,-0.7499266679337738,0,132.06,4.761904762,6.603,0.3651932280885622,2,1,2019
A,Yangon,1,0,Food and beverages,0.29975290877433863,-0.1745398684007332,0.04470070569307921,0.04470070569307909,2,318.05,4.761904762,15.9025,-1.264873787132184,16,3,2019
A,Yangon,1,1,Health and beauty,-1.1582528040651534,-1.54348001272021,-1.207331940370415,-1.207331940370415,2,25.0,4.761904762,1.25,-0.8573570333269973,3,3,2019
A,Yangon,0,1,Electronic accessories,-1.3179876956816012,-0.5167749044806024,-0.9591897936945312,-0.9591897936945313,0,83.08,4.761904762,4.154,-1.3230904662472105,31,1,2019
B,Mandalay,0,0,Fashion accessories,-0.9860563251594792,-0.1745398684007332,-0.6826787790102474,-0.6826787790102475,0,147.8,4.761904762,7.39,-0.04232352571662398,13,2,2019
B,Mandalay,0,0,Food and beverages,0.8204962079211038,1.1944002759187435,1.6620252515635303,1.66202525156353,1,696.6,4.761904762,34.83,-1.439523824477264,15,2,2019
B,Mandalay,1,1,Electronic accessories,0.8956433555137114,1.5366353119986127,2.0777317059637284,2.077731705963728,0,793.9,4.761904762,39.695,-0.44984027952181066,7,2,2019
C,Naypyitaw,0,0,Electronic accessories,-0.3437181439784442,1.5366353119986127,0.6755235010907074,0.6755235010907072,0,465.7,4.761904762,23.285,0.3651932280885622,27,1,2019
C,Naypyitaw,1,1,Food and beverages,-0.7470204235206813,-1.54348001272021,-1.1608052878686868,-1.1608052878686868,1,35.89,4.761904762,1.7945,0.5398432654336426,23,2,2019
C,Naypyitaw,1,1,Food and beverages,-0.5721805776142619,-0.1745398684007332,-0.44855016954333227,-0.4485501695433324,0,202.6,4.761904762,10.13,-1.439523824477264,3,2,2019
